age,income,debt_ratio,num_loans,missed_payments,credit_history_years,employment_years,savings,defaulted
21,41873,0.0707,0,3,1,9,27287,0
60,39146,0.4448,5,3,3,9,8013,1
35,69922,0.6141,6,3,18,19,37322,1
41,22499,0.2976,8,0,7,0,21922,1
67,56843,0.1807,2,3,17,5,34619,0
29,48668,0.6887,1,0,12,20,485,0
29,26884,0.1201,4,4,16,13,21646,1
30,36374,0.0752,9,1,10,26,13091,0
46,52820,0.1389,0,1,16,1,7228,0
61,75679,0.3527,5,0,18,5,41142,0
55,41940,0.328,8,0,15,0,22929,1
45,79267,0.2703,9,4,11,2,0,0
46,56263,0.5326,8,3,18,3,12540,1
31,81207,0.4557,6,4,6,12,34085,0
58,42910,0.2535,6,1,1,2,7206,0
22,54023,0.2945,7,1,7,14,5675,0
27,62369,0.2452,9,5,12,12,17794,1
38,51409,0.4007,1,3,4,21,27039,0
47,74060,0.4908,5,1,10,10,9075,0
54,15000,0.1943,4,5,2,3,25860,1
47,103448,0.3697,4,0,9,29,20522,0
37,72155,0.0645,2,1,10,16,22346,0
63,51529,0.0605,2,2,11,4,0,0
64,43953,0.2806,5,3,14,20,20238,0
44,37671,0.4237,9,5,3,24,16239,1
45,67912,0.0716,9,3,1,23,25855,0
27,74899,0.2039,6,3,7,7,10192,1
26,51749,0.3413,0,2,4,20,14435,0
44,77139,0.5249,2,4,7,23,27996,0
53,36854,0.4853,0,0,16,29,41685,0
69,33323,0.2006,9,3,10,9,131,1
49,91266,0.2991,2,1,15,6,27697,0
63,66822,0.3066,4,0,16,16,38298,0
42,82936,0.0828,8,1,6,27,30420,0
46,37921,0.0823,2,0,4,6,37288,0
48,36529,0.7044,9,0,4,26,11847,0
41,47827,0.0755,9,5,4,23,38551,0
69,38518,0.4074,8,1,17,18,9133,0
27,69107,0.1524,0,1,13,8,20826,0
37,39977,0.4788,5,0,2,23,12464,0
40,31566,0.1894,8,3,6,1,13067,1
61,57840,0.3135,4,1,1,21,0,0
69,29200,0.3129,9,2,8,19,0,1
40,19010,0.1218,1,2,18,18,37651,0
42,57665,0.0278,4,0,4,26,0,0
48,20015,0.2982,0,4,5,5,23756,1
60,70505,0.3984,8,0,5,9,514,0
69,27093,0.5602,9,0,15,12,7271,0
27,15000,0.034,9,3,10,24,30264,0
21,49124,0.207,8,3,8,1,22430,1
52,57891,0.1273,5,5,7,9,18092,0
33,64829,0.3191,8,4,12,9,37169,1
50,58440,0.554,2,4,11,25,15654,1
43,33813,0.1812,3,4,13,4,38449,1
39,69261,0.0655,5,4,15,21,3958,0
52,74202,0.3627,3,4,17,3,2153,0
50,30884,0.4794,0,0,18,22,17927,0
49,51379,0.627,6,0,8,1,20049,1
69,49511,0.0676,4,5,6,6,7124,1
65,59407,0.15,7,2,11,17,15858,0
49,50901,0.0462,8,2,9,16,40471,0
50,53642,0.8192,4,5,5,10,14084,1
36,67836,0.6121,7,5,7,20,0,1
60,32722,0.2418,0,1,15,17,0,0
39,69747,0.2995,0,0,4,7,51299,0
38,77822,0.3569,6,4,19,27,41758,0
21,87682,0.2789,5,1,13,27,13459,0
34,15000,0.1061,4,3,1,11,32158,0
67,51341,0.1903,4,0,1,23,23906,0
22,15697,0.0574,8,5,14,0,39057,1
48,15000,0.3035,0,2,9,19,3931,0
69,57881,0.3188,7,0,12,29,4355,0
50,47016,0.2899,1,5,18,24,39790,0
58,60997,0.5471,6,0,9,20,0,0
24,64722,0.1719,5,0,8,11,21047,0
21,79957,0.2197,9,0,14,26,19329,0
28,56078,0.1716,1,3,9,25,31763,0
49,113467,0.5446,2,2,2,28,22098,0
59,61128,0.4089,3,0,1,5,18019,0
23,91849,0.0526,6,5,13,2,14291,1
52,15000,0.1722,7,3,10,4,5077,0
30,81994,0.2129,1,1,8,13,17508,0
30,51384,0.2402,7,0,7,11,37476,0
39,16033,0.3815,8,3,12,12,15711,1
66,63410,0.4878,6,4,17,12,41093,0
54,48940,0.4946,0,1,12,28,30965,0
53,66601,0.1769,5,2,16,16,27148,0
43,75221,0.11,7,0,10,23,17572,0
48,25216,0.0548,4,0,12,26,10573,0
52,75298,0.1285,1,3,11,14,45223,0
27,55129,0.2471,4,2,14,5,31903,0
49,82056,0.2913,7,4,13,11,17909,0
28,50897,0.3333,1,1,2,1,45486,0
21,45591,0.1218,0,5,7,3,29435,0
23,55541,0.2187,3,2,1,19,0,1
44,57037,0.3167,3,0,3,24,13602,0
43,41744,0.3747,8,3,12,24,30906,0
28,45073,0.1042,2,4,5,20,42613,0
67,30462,0.4955,3,3,12,11,55419,0
57,46307,0.142,2,1,3,2,20383,0
23,68526,0.2258,1,2,5,16,29243,0
53,52252,0.108,3,3,1,5,10826,0
48,75181,0.3471,7,5,16,23,6689,0
67,51291,0.055,0,5,9,16,0,0
28,26369,0.4653,7,3,10,26,25849,1
54,66945,0.4865,7,0,10,16,38967,0
55,41527,0.1788,2,3,13,10,31638,0
52,50332,0.3076,9,4,16,22,21307,0
44,79751,0.4094,9,2,4,6,38354,1
34,31782,0.3033,5,1,14,1,64261,0
52,58294,0.2663,3,5,17,18,7524,0
66,54189,0.404,0,3,5,1,0,0
63,69018,0.3155,0,4,13,21,25135,0
36,72103,0.6811,4,5,3,28,36237,1
24,60276,0.0822,7,5,5,12,0,1
57,47792,0.4209,0,1,16,23,32491,0
41,64467,0.3696,1,5,19,23,14943,0
34,81713,0.4213,6,4,19,15,25052,0
51,54454,0.344,7,5,17,16,6214,0
68,49654,0.3436,2,5,18,10,5291,0
38,62763,0.2865,7,3,18,8,3430,0
27,55774,0.3113,0,3,8,26,30012,0
30,28245,0.3441,8,2,18,23,10635,1
27,59786,0.2287,1,0,9,8,24046,0
53,28064,0.0831,1,4,19,28,20442,0
43,62489,0.4876,3,0,10,13,2297,0
41,39057,0.2543,9,0,2,12,21141,1
39,55737,0.2967,2,5,17,24,23555,0
68,62811,0.0827,3,1,13,10,35939,0
39,104078,0.2885,5,1,11,11,42415,0
56,69854,0.1139,6,5,16,21,4707,0
49,82295,0.1506,4,4,7,2,25322,0
38,92434,0.4885,1,0,3,0,0,0
22,64785,0.107,2,2,16,26,32768,0
21,60713,0.3041,9,0,19,7,36459,0
67,33665,0.1698,2,1,16,25,0,0
25,52667,0.0565,4,0,2,18,14911,0
40,40538,0.5723,4,3,14,12,6543,0
31,46978,0.2817,3,3,10,6,14873,0
62,92413,0.0597,7,2,19,12,11901,0
22,57292,0.0894,5,4,11,25,19345,0
23,37482,0.5199,5,0,18,5,34809,0
43,82490,0.4197,0,3,11,2,15293,0
32,74105,0.2923,5,4,9,5,5188,1
40,75153,0.0663,2,3,19,27,17035,0
25,15000,0.2953,5,4,10,2,16201,1
57,93973,0.315,9,4,3,12,18701,0
58,43829,0.1001,5,3,3,12,10580,1
50,70559,0.3723,1,5,8,29,25439,0
29,105475,0.1832,0,1,6,24,39401,0
54,98106,0.1861,2,4,1,12,965,0
64,35448,0.2712,4,5,6,0,26760,1
55,26109,0.6221,3,0,2,28,34395,0
42,83606,0.2749,6,5,19,7,13490,0
64,57841,0.49,3,3,7,4,38783,0
44,44982,0.1861,7,5,11,19,19091,0
37,67424,0.4405,6,1,11,16,3110,0
30,51742,0.4205,9,3,4,8,926,1
50,69026,0.4945,8,2,16,12,31772,0
66,56339,0.0582,0,0,5,24,30392,0
43,69447,0.1666,4,2,7,12,43464,0
52,37109,0.2797,3,5,16,4,30060,1
37,83489,0.5299,5,4,15,13,18507,1
37,68952,0.0793,0,5,5,10,27234,1
34,67925,0.3794,5,4,1,24,21081,1
29,32646,0.2716,0,2,9,25,15011,0
60,88992,0.4415,0,2,5,13,11759,0
22,54725,0.1432,7,4,6,24,0,0
65,69560,0.1886,1,1,3,6,8867,0
45,48543,0.2338,9,0,6,23,19705,0
59,60217,0.0424,5,3,8,16,0,1
29,60942,0.4111,5,2,6,3,12277,1
42,15000,0.2884,5,0,16,9,33808,0
63,66648,0.1258,7,3,16,9,40148,0
66,94306,0.1548,3,5,3,14,12088,0
24,65795,0.1968,2,3,17,19,11525,0
46,35845,0.247,5,2,6,11,9200,0
49,67999,0.2332,3,1,6,8,11624,0
65,76189,0.5196,1,1,19,2,37139,0
54,65249,0.2863,5,0,15,14,44438,0
43,53517,0.286,9,5,19,11,0,1
57,50157,0.1737,4,0,2,25,7828,0
31,50073,0.5397,8,4,8,14,0,1
26,68955,0.1236,5,1,7,25,19570,0
38,26857,0.3396,2,0,8,0,12674,0
41,47562,0.4854,4,4,13,14,25383,0
62,86912,0.2499,9,5,15,10,29948,1
56,87683,0.263,7,3,12,4,28283,0
61,25437,0.0828,8,0,15,6,0,0
58,32371,0.3717,7,4,14,11,19614,1
54,49587,0.506,2,1,7,19,0,0
37,72851,0.5754,8,3,17,24,46053,0
57,18450,0.1528,2,0,5,5,14679,0
45,53903,0.1141,7,1,10,21,0,0
58,45516,0.2168,9,3,19,2,11836,0
32,81519,0.1827,8,2,18,9,23118,0
43,21461,0.0781,6,1,10,25,30998,0
62,56850,0.0471,3,2,2,20,39504,0
42,47127,0.1518,9,5,6,25,20943,1
41,84395,0.1168,8,0,3,21,14992,0
47,66953,0.4927,2,4,19,29,30276,0
51,43283,0.0856,2,0,5,3,29864,0
26,72067,0.1797,1,1,7,12,21781,0
47,47223,0.0764,9,2,7,18,32144,0
60,74986,0.2037,2,2,10,4,10846,0
54,50258,0.4588,0,3,1,22,19639,0
32,76093,0.2626,3,0,11,26,0,0
65,63721,0.0404,7,0,7,21,40848,0
27,120209,0.2031,4,1,6,17,12624,0
30,53942,0.2057,1,2,6,0,40933,0
65,62657,0.1761,2,1,13,20,10157,0
37,45411,0.4466,0,1,16,20,24533,0
46,55053,0.5284,1,5,13,27,20821,0
41,15000,0.5482,0,2,2,15,10970,1
48,64311,0.2775,1,1,19,15,27194,0
66,81857,0.674,2,2,19,15,39154,0
22,62932,0.3733,0,1,19,27,46846,0
63,28722,0.0637,8,4,18,21,31140,0
21,38964,0.2713,9,1,6,18,1849,1
56,15000,0.3172,4,1,2,15,0,0
46,74578,0.0096,7,4,19,0,37084,0
49,34869,0.1557,4,0,6,19,5040,0
41,54425,0.1321,7,2,15,19,29239,0
31,51925,0.0635,6,3,6,9,22009,0
60,84754,0.3147,3,4,3,1,39780,1
31,56705,0.0697,6,0,11,13,27649,0
56,71177,0.418,5,1,8,7,19541,0
69,65929,0.2986,2,5,18,5,50918,1
59,82188,0.3387,8,0,17,27,32348,0
60,50217,0.302,9,4,19,2,28320,1
55,92392,0.25,8,5,19,15,9760,1
54,15286,0.2292,4,1,17,16,2800,0
67,72149,0.4765,7,0,4,11,16107,1
44,37667,0.3262,6,3,7,26,0,1
42,45145,0.1916,8,2,5,18,15170,0
25,66388,0.3576,6,2,16,23,32014,0
53,66228,0.4141,3,4,6,19,34726,1
56,67128,0.4746,3,1,14,2,14869,0
67,27276,0.2089,7,1,2,12,64039,1
40,83980,0.3757,5,2,18,15,39100,0
39,36987,0.1525,8,0,18,10,19550,0
55,39654,0.1373,9,1,13,19,37121,0
63,67757,0.4536,6,3,18,26,11307,1
37,49265,0.2476,6,3,17,15,23808,0
65,61165,0.1208,3,1,13,19,14591,0
63,15000,0.2,2,1,12,1,1823,0
54,60686,0.1211,7,2,3,3,27989,1
29,59356,0.5088,6,4,7,26,19911,0
46,44802,0.1205,3,2,1,27,21024,0
22,15000,0.5689,3,4,5,24,19592,1
29,50743,0.3228,0,3,1,3,6528,1
29,54252,0.261,6,4,4,27,43825,1
60,47655,0.1772,0,2,1,16,23731,0
37,18276,0.2073,9,1,13,0,15995,0
21,86894,0.349,9,4,14,0,361,1
45,42222,0.2692,3,2,15,29,41050,0
63,50555,0.2183,2,3,17,4,33759,0
60,15000,0.3236,2,5,12,21,20022,0
62,86897,0.1289,0,4,7,11,738,0
45,45669,0.3213,3,3,19,5,44883,0
59,56969,0.2424,0,3,3,5,14528,0
55,77414,0.2697,7,0,18,24,9927,0
23,41473,0.2055,0,5,4,16,19263,0
57,74264,0.2043,5,4,3,25,25627,0
64,15000,0.0752,6,2,12,21,17470,0
64,66019,0.4596,9,4,12,12,0,1
50,86444,0.5289,1,4,17,7,23744,1
58,43391,0.1852,3,5,6,23,33838,0
54,77377,0.1654,2,3,15,11,6634,0
32,91678,0.2002,8,3,2,14,43408,1
39,49903,0.4246,6,3,8,18,33123,1
57,48249,0.209,1,3,14,28,27031,0
64,37034,0.2476,5,5,5,20,4788,1
69,44805,0.3419,8,2,3,25,24183,1
37,38692,0.2134,2,1,10,19,25323,0
30,37017,0.3656,5,0,7,27,18771,0
69,78976,0.2823,2,3,11,16,33370,0
67,39201,0.2538,2,3,15,8,14589,0
32,60170,0.257,3,0,2,20,15925,0
36,55764,0.1707,8,3,5,17,10004,0
44,84961,0.382,7,1,11,27,13231,0
39,44936,0.1939,0,4,8,1,17750,0
28,62622,0.1473,0,0,13,10,17208,0
51,70821,0.0691,6,2,11,22,16534,0
41,84794,0.1712,2,0,17,19,33861,0
37,44644,0.0594,6,1,15,16,42540,0
43,42642,0.1748,8,5,1,20,772,1
57,33764,0.352,2,2,19,17,42191,0
36,99725,0.1418,2,4,16,14,30116,0
26,82689,0.3026,1,3,19,6,6603,0
28,54155,0.3696,9,0,13,15,15051,0
45,93628,0.2567,0,2,4,24,24259,0
38,52962,0.3718,8,0,11,28,0,0
45,69488,0.7557,5,4,18,0,18698,0
32,55203,0.4451,5,0,18,27,27883,0
35,62956,0.487,7,2,10,17,8834,0
46,60835,0.3534,4,1,17,26,0,0
61,46500,0.3806,8,5,13,21,22979,0
65,76849,0.089,4,2,14,7,53123,0
46,69319,0.2359,1,0,7,6,9301,0
67,75553,0.4232,5,4,10,24,9694,1
52,61404,0.274,8,3,3,29,16992,1
30,36868,0.2906,2,3,2,1,43545,1
36,89187,0.1924,9,4,19,11,0,0
27,49748,0.1811,3,0,7,15,31547,0
37,62281,0.4341,9,5,5,8,12936,1
43,67707,0.1534,7,4,3,19,14229,1
46,62148,0.75,5,0,2,10,4847,1
41,73308,0.0773,6,2,6,14,16265,0
42,76467,0.3131,6,5,14,2,5280,1
27,50503,0.197,3,1,7,22,11865,0
34,87509,0.1947,5,0,2,20,0,0
35,49661,0.3083,8,3,11,12,0,1
27,61734,0.3456,2,3,3,20,25050,0
29,47246,0.0191,7,5,9,27,38933,0
68,41530,0.2581,6,1,8,12,68447,0
28,75883,0.1989,3,0,11,1,33868,0
43,117437,0.8137,9,1,18,5,12279,0
49,47764,0.2579,2,2,1,5,0,0
38,79306,0.0452,6,1,15,11,28096,0
51,48481,0.3581,9,2,4,3,0,1
50,54790,0.5456,8,3,4,4,7892,1
59,90151,0.3693,9,2,10,22,33290,0
55,33529,0.0174,2,0,11,29,24413,0
38,28236,0.1378,9,5,18,7,6064,1
62,53256,0.5894,8,5,15,5,0,1
59,68273,0.3464,7,0,3,20,23183,0
37,64273,0.2841,2,0,7,27,25035,0
34,62213,0.1327,7,0,7,2,42557,0
51,55682,0.1373,3,4,17,22,0,0
44,70730,0.4811,5,2,16,7,21773,0
55,15000,0.3048,9,0,16,18,33751,0
64,39983,0.3539,1,5,8,20,13696,1
65,53127,0.1257,7,1,3,10,0,0
54,69090,0.5682,8,1,15,17,6128,0
23,84795,0.042,6,4,1,9,20561,0
57,37298,0.0577,7,2,10,25,12694,0
63,84141,0.1105,6,2,2,27,24558,0
60,45948,0.3066,9,2,7,19,39190,1
46,52401,0.3647,3,5,14,11,14010,0
43,66628,0.4851,0,5,16,19,38295,0
64,50935,0.2613,2,4,15,27,18265,0
59,77202,0.4472,6,2,7,28,25083,1
35,46907,0.1709,6,2,13,7,18243,0
69,47209,0.1624,2,0,10,18,25472,0
24,76039,0.0882,0,2,9,20,28081,0
49,39737,0.5592,9,5,9,15,29627,1
42,59978,0.2095,8,0,6,26,20048,0
45,21790,0.4946,5,0,12,20,0,0
33,91392,0.3001,6,2,14,17,28933,0
38,79131,0.4202,0,1,7,8,0,0
53,110002,0.2844,0,3,8,3,10896,0
36,81767,0.5267,3,5,8,8,0,1
65,32406,0.1715,6,1,8,24,45478,0
62,68372,0.506,7,2,2,1,26259,1
64,36639,0.1137,9,2,14,8,15112,0
22,86560,0.7306,8,1,10,8,41283,0
55,32977,0.516,0,2,18,17,27980,0
62,32016,0.3425,3,5,18,10,21868,1
54,22803,0.4692,3,0,18,12,25927,0
50,45232,0.2813,2,4,16,5,14269,0
33,41210,0.6688,6,2,5,8,1404,1
33,29767,0.6564,0,2,5,15,34413,1
38,94796,0.1347,8,1,10,3,18935,0
52,65597,0.0564,7,0,17,1,0,0
52,63244,0.3583,1,1,13,6,27610,0
55,86783,0.239,1,5,17,14,20612,0
59,60125,0.5025,7,1,18,24,45497,0
66,40026,0.5031,0,2,13,5,24027,0
49,20995,0.2379,6,0,17,10,2284,0
69,38898,0.2707,8,5,15,26,0,1
49,85108,0.2652,2,2,12,29,38964,0
64,29893,0.085,6,5,10,19,19045,1
36,62062,0.3972,5,2,13,16,7012,1
64,75678,0.2448,6,2,11,3,9205,0
67,60706,0.2254,6,2,3,18,39475,0
30,62979,0.2123,9,4,10,6,27077,1
50,68112,0.2275,0,3,11,10,36457,0
45,62585,0.3267,2,0,6,12,23678,0
59,87181,0.1113,9,4,1,26,7450,0
40,34194,0.4063,0,3,6,25,46798,0
25,59808,0.1374,4,5,5,20,14134,1
21,18635,0.1645,2,3,7,27,32066,0
50,15000,0.5016,0,3,12,2,36263,1
69,53366,0.2463,1,4,12,13,20093,0
23,65867,0.3188,9,0,7,1,3301,0
65,87613,0.2465,4,1,2,28,9827,0
34,103395,0.0965,2,3,1,17,30157,0
50,81397,0.3538,5,1,18,4,28007,0
24,69543,0.1791,8,1,12,12,39509,0
38,58199,0.1439,5,2,7,12,37089,0
57,24375,0.5722,1,1,19,23,5705,0
45,52079,0.4001,1,5,3,23,41654,0
68,80807,0.2235,7,5,10,13,4607,0
21,72965,0.524,7,2,11,11,28921,0
66,29273,0.686,5,0,5,20,56321,1
35,67280,0.4239,9,0,2,12,24687,0
29,65567,0.066,6,5,8,17,0,1
35,61997,0.2455,0,2,14,12,15111,0
69,54442,0.1557,8,0,8,3,52622,0
44,68311,0.1215,4,3,6,22,16893,0
24,68946,0.2985,8,0,1,29,39904,0
32,42170,0.1677,1,2,1,21,5650,0
57,64100,0.2788,7,5,8,9,14664,1
57,51212,0.4541,6,3,11,22,16764,0
63,25255,0.1149,3,1,18,4,49263,0
26,43767,0.4015,2,1,10,17,15410,0
59,23726,0.3419,3,1,12,7,0,0
66,74601,0.1794,3,5,16,13,55729,0
44,62117,0.394,9,2,5,27,23412,1
31,47890,0.4384,9,1,16,1,29819,1
33,83410,0.3813,7,0,12,27,0,0
54,56359,0.3731,3,1,6,7,23866,0
45,26375,0.0169,4,4,5,15,20286,0
27,46210,0.204,1,5,1,6,5506,1
24,87657,0.2908,3,4,19,2,30019,0
28,41610,0.182,6,1,10,28,0,0
40,60504,0.3216,2,1,14,3,5400,0
49,69877,0.2109,0,4,3,28,38179,0
65,66798,0.2025,7,5,6,6,9112,1
66,103989,0.1251,7,5,5,3,12599,0
30,31473,0.1,5,1,17,8,21350,0
63,33470,0.1298,6,5,18,22,14420,0
54,31804,0.3425,9,3,12,16,30363,0
46,49081,0.1917,1,5,5,16,22639,0
61,76987,0.2646,4,4,9,19,0,0
69,34365,0.1699,6,2,12,13,8976,1
23,77267,0.4765,8,4,9,13,7354,1
26,55702,0.1086,0,0,3,28,13048,0
25,32820,0.4902,2,3,1,24,21679,1
25,19972,0.1595,5,2,15,12,24594,0
67,24448,0.0494,6,1,10,3,0,0
43,41682,0.3886,5,0,14,12,35375,0
69,51616,0.3342,0,0,7,20,18636,0
29,81921,0.0549,3,3,4,16,3194,0
55,70981,0.2473,5,2,5,14,34284,0
40,38221,0.4014,7,0,16,29,0,0
69,63173,0.2192,9,2,3,17,0,0
62,88030,0.1081,3,2,17,10,51937,0
55,92478,0.5183,6,5,13,3,22194,1
38,48711,0.129,2,0,6,27,8941,0
37,74165,0.4198,7,2,5,19,21627,1
44,82799,0.3275,0,3,16,10,17276,0
23,24858,0.369,3,0,11,9,20536,0
52,44751,0.3485,7,3,17,21,27337,0
55,99400,0.29,9,3,5,12,17029,1
58,48979,0.329,3,2,6,21,25320,0
33,15000,0.4014,1,2,10,7,17629,0
67,52580,0.3506,1,5,1,27,7686,1
45,77492,0.2914,3,5,10,12,3408,1
29,55130,0.3507,3,0,17,8,39786,0
24,69307,0.5556,1,5,3,29,29711,1
34,73764,0.9006,6,1,2,0,35555,1
57,47901,0.1903,5,0,17,0,20056,0
54,44612,0.5044,2,3,4,14,23385,1
31,58068,0.5918,7,5,2,21,17324,1
61,58555,0.0837,7,5,5,3,37362,1
23,56081,0.3297,0,5,10,26,14827,0
48,56903,0.3432,2,2,1,19,5239,0
49,40029,0.6327,4,3,1,0,27819,1
29,70005,0.3958,1,5,4,24,17717,0
23,66984,0.0552,4,4,7,11,23748,0
45,28279,0.4584,9,4,14,10,30666,1
54,47216,0.1712,2,3,14,18,11313,0
32,56861,0.0407,8,5,18,14,16716,0
62,44313,0.6473,0,1,2,20,15343,0
29,67747,0.1766,3,1,1,9,39301,0
35,53662,0.0417,9,0,16,0,20214,1
60,58381,0.2684,5,0,18,23,22345,0
45,46985,0.253,8,5,16,2,2653,1
25,15135,0.345,2,0,6,13,30961,0
31,15000,0.2856,2,2,10,14,26421,0
54,66792,0.0868,4,1,2,0,7471,0
44,60338,0.2214,6,3,7,9,48844,1
35,63773,0.3313,4,5,17,21,25057,1
58,57689,0.2756,7,5,3,0,10645,1
28,59291,0.1324,4,4,12,14,19957,0
25,74380,0.6008,6,1,2,2,14471,0
68,63892,0.2898,5,1,7,20,43158,0
46,75818,0.051,9,1,17,19,33997,0
38,58429,0.2576,1,0,19,22,26810,0
26,48992,0.2926,2,2,12,21,45752,0
57,58884,0.6657,3,3,9,11,4426,1
68,38276,0.2951,4,0,14,18,31638,0
33,47403,0.1202,8,2,2,15,28208,1
48,58551,0.4871,5,1,4,26,16543,0
25,58286,0.5663,0,2,19,7,16610,0
33,52871,0.1865,2,0,16,23,33847,0
37,27236,0.0305,6,1,17,13,32748,0
60,67728,0.4503,7,0,2,17,0,1
65,71684,0.3643,6,3,17,22,47246,0
52,87873,0.1271,4,1,19,29,37141,0
49,63835,0.7503,9,2,8,0,15776,1
23,55029,0.4593,7,0,6,1,8131,1
60,34739,0.1077,8,4,12,23,36656,0
54,84840,0.5904,6,2,18,11,27446,0
60,59956,0.2733,8,2,2,16,30746,0
47,58867,0.14,0,1,19,1,28562,0
33,49918,0.1955,8,5,10,27,38218,1
65,48640,0.0913,2,2,3,16,32839,0
53,68765,0.1229,5,0,12,20,11991,0
26,34571,0.1348,7,4,16,6,11113,1
44,87508,0.2318,2,3,12,5,25339,0
39,83150,0.4888,3,4,8,5,54346,0
36,47918,0.3493,6,0,5,21,17753,0
60,37722,0.4135,6,1,11,7,25446,0
48,15000,0.3101,3,0,10,4,33418,0
53,29971,0.1462,8,5,3,14,13711,1
68,69598,0.4441,2,5,9,25,31962,1
61,61306,0.2598,7,5,12,6,20209,1
33,64873,0.4833,7,2,6,2,38748,1
63,18088,0.3897,3,1,19,24,5831,0
65,47083,0.3048,6,5,16,9,54708,1
45,82345,0.4711,3,3,14,2,15312,1
62,53079,0.5742,0,3,4,29,27821,0
56,29554,0.1156,0,0,18,13,20073,0
47,52767,0.118,0,5,10,21,3820,0
58,39579,0.1558,1,2,18,2,32498,0
27,61673,0.1785,5,3,12,0,16035,0
25,55410,0.4263,9,4,19,0,27885,1
63,65865,0.6247,4,1,8,18,7923,1
65,30641,0.0692,1,4,1,3,16102,1
51,46025,0.2936,7,3,14,29,15583,0
43,76808,0.3413,8,3,6,1,28259,0
62,27914,0.356,6,0,14,24,24617,0
30,34937,0.4162,8,0,2,10,17351,1
52,58985,0.4121,3,5,9,23,14450,1
63,60734,0.1134,6,1,12,11,24723,0
50,45223,0.1968,4,5,5,12,22965,0
59,49431,0.2804,4,0,2,15,21933,0
51,65664,0.6501,2,2,19,15,49540,0
38,71992,0.1682,8,1,7,18,28279,0
56,33615,0.3435,9,2,7,22,48860,1
22,62286,0.3036,4,5,10,19,18957,1
34,85240,0.3518,5,0,17,20,19273,0
33,52682,0.2348,2,1,14,19,12418,0
49,33403,0.32,9,5,11,8,24528,1
32,32478,0.0613,6,3,6,15,15115,0
59,51785,0.1655,8,5,8,26,12977,1
22,75716,0.0554,8,4,19,6,0,0
52,54184,0.4997,9,3,19,12,41987,0
33,58784,0.0585,9,2,17,3,14251,0
66,35073,0.326,4,3,18,12,42124,0
47,74662,0.2411,6,5,12,7,18556,0
69,32086,0.1718,2,3,9,1,29668,0
61,44910,0.2765,5,4,16,6,21114,1
37,67598,0.0796,7,5,18,10,26220,0
60,15000,0.4239,7,4,16,16,4864,0
51,58479,0.0149,1,3,16,23,37735,0
54,34218,0.5259,5,4,4,28,14497,1
44,55330,0.1518,6,3,7,13,33885,0
65,47958,0.3456,6,1,1,27,0,1
55,97116,0.3899,2,3,1,29,8682,0
68,47137,0.2241,8,0,8,12,25576,0
26,91853,0.2651,1,4,8,14,17545,1
39,66739,0.1514,2,4,10,21,26852,0
50,38970,0.3424,1,2,1,27,23113,0
27,61616,0.4674,8,2,14,20,47419,0
30,48911,0.1483,3,0,14,24,28105,0
61,59843,0.2346,1,4,10,8,13509,0
52,40722,0.5743,2,4,19,2,14101,1
54,88803,0.5197,3,2,16,24,38061,0
48,73507,0.6015,9,2,9,12,0,1
35,55635,0.4922,5,3,16,12,28387,1
50,89582,0.4861,4,5,8,8,3263,1
57,56485,0.3024,2,4,7,17,36638,0
49,76952,0.0865,9,4,11,4,13516,0
42,55766,0.4012,7,3,6,10,27893,1
24,62877,0.1449,7,4,15,1,20557,1
40,53371,0.0735,6,0,19,16,0,0
52,56906,0.0723,2,2,14,22,29604,0
56,58410,0.0933,0,2,15,19,9187,0
24,41605,0.283,4,5,6,20,32027,1
47,46978,0.3195,0,2,10,3,4970,0
37,50664,0.4115,5,1,14,21,23630,0
32,59594,0.08,6,0,16,26,20585,0
42,54388,0.1078,4,0,13,17,10961,0
37,78460,0.1671,3,3,11,23,40696,0
30,71942,0.1681,1,1,3,19,20503,0
21,51073,0.6081,4,4,8,7,13675,1
42,82635,0.3419,8,5,3,18,24481,1
46,92460,0.2569,3,0,2,11,0,0
38,15000,0.5427,1,1,14,27,56775,0
34,73645,0.1626,5,1,15,10,3714,0
67,41140,0.5754,7,0,3,15,28276,1
49,71014,0.076,1,3,1,4,20916,0
32,79764,0.1603,8,1,15,27,37706,0
56,37460,0.2299,6,2,2,2,22668,1
55,17953,0.52,1,1,18,11,10425,0
32,71708,0.2919,4,4,1,14,0,1
27,57708,0.142,4,0,9,15,0,0
49,21631,0.3018,6,4,3,12,16429,1
31,105591,0.2281,4,3,2,6,40555,0
53,67488,0.0698,5,5,4,14,0,0
26,68402,0.6456,8,2,16,2,47740,0
67,82316,0.0862,2,0,1,11,36304,0
35,43383,0.4214,2,1,9,7,0,0
52,57609,0.4843,7,2,8,24,3722,1
31,28613,0.391,9,1,6,28,5233,0
43,42841,0.4631,5,3,18,11,24489,1
46,62713,0.2679,9,5,16,17,19156,1
54,21694,0.1615,2,0,8,2,18595,0
66,42274,0.195,1,3,4,11,12430,1
54,36441,0.1391,1,3,3,28,22672,0
49,57841,0.1008,1,5,15,22,32556,0
24,66494,0.1349,4,3,6,20,18077,0
37,69843,0.3584,4,3,1,25,10059,1
55,74976,0.3772,0,1,18,22,34881,0
33,82442,0.1443,1,4,11,1,16679,0
61,67144,0.2553,1,1,3,13,28279,0
59,92746,0.6175,3,5,13,13,18501,1
35,57390,0.3726,6,2,17,3,36275,0
